open_time,open,high,low,close,volume,RSI,MACD,Signal,MA_5,MA_20,Volatility,Momentum,Price_Change,Volume_Change,CCI,ADX,OBV,CMF,ATR,Force_Index,Stoch_K,Stoch_D,BB_Band_Width,Tenkan,Kijun,Senkou_A,Senkou_B
2025-06-10 04:00:00,109568.03,109649.98,109366.0,109528.55,369.49008,69.52881498117478,921.6064808468363,896.8160113469563,109689.99799999999,108609.56400000001,159.93955067493386,1.7001692982502643,-0.00036023284896447016,0.0009286537592434474,62.914512306175524,44.059086132601585,9533.10007,0.18128111352218457,501.5260020145159,232623.6910569463,66.69459795569585,71.75914624056416,4550.364959911094,109493.125,107924.26999999999,108708.6975,107747.155
2025-06-10 05:00:00,109528.55,109737.68,109200.0,109310.49,529.37516,65.12155644912173,858.634352412686,889.1796795601023,109569.31400000001,108744.4625,175.63402184684887,0.8980541928394987,-0.001990896437504164,0.4327181936792459,49.11866443677365,43.51231088630119,9003.72491,0.1406411373072336,504.10843044205,182900.94270743986,57.85865817169172,65.69740263940467,4197.278832670359,109618.45,107924.58499999999,108771.51749999999,107747.155
2025-06-10 06:00:00,109310.49,109650.0,109161.0,109502.68,427.51687,67.10092578985919,814.8436038968939,874.3124644274607,109512.13599999998,108860.6115,125.9062314982799,0.9742159659289059,0.0017582027122922117,-0.1924122960359531,44.49693906114103,42.87076420983812,9431.24178,0.1270866390674638,503.0292568390464,168510.01764141914,64.20918065221755,62.92081225986838,3987.785078547575,109790.5,107924.58499999999,108857.5425,107747.155
2025-06-10 07:00:00,109502.69,109517.16,109095.67,109205.14,990.69176,61.300827722286186,747.5132612831367,848.9526237985959,109422.976,108932.90800000001,157.03660570102036,0.5898969757394467,-0.0027171937709651317,1.3173161798270092,27.408060881782156,42.04269413921511,8440.55002,0.035588466919695305,497.20502420768634,102327.09708258875,40.99622829712291,54.35468904034406,3865.6555703500926,109704.83,107924.58499999999,108814.70749999999,107747.155
2025-06-10 08:00:00,109205.14,109415.1,109056.9,109082.65,522.59315,59.03836663925799,676.4716166566068,814.4564223701981,109325.902,108999.521,191.2519274938106,0.3458019254371798,-0.0011216505010661626,-0.4724967228959288,15.996814681955778,41.13107416112638,7917.956870000001,0.01284850621724514,487.27609390713815,78564.30679314712,33.91798182141893,46.37446359025313,3711.004634498153,109684.36,108001.87,108843.11499999999,107747.155
2025-06-10 09:00:00,109082.65,109521.84,109065.14,109508.78,615.65872,64.01426313206818,647.096406574201,780.9844192109987,109321.948,109123.6365,186.15126878454856,-0.42280089566828555,0.003906487420318516,0.17808417504133,25.624823070318115,40.502650978107404,8533.615590000001,0.09240522062153704,485.0920871994852,104819.49873035509,50.75478884715701,41.88966632189962,3258.5598758050764,109505.44,108001.87,108753.655,107747.155
2025-06-10 10:00:00,109508.78,109573.3,109275.43,109303.61,324.81871,60.22111917057838,600.3404852096428,744.8556324107276,109320.572,109208.30049999998,186.28252003367695,-0.7929674793205989,-0.0018735484040640626,-0.47240459779405053,21.67049931586605,40.025077620911254,8208.796880000002,0.06653995805653269,471.71908097095127,80324.84823591873,32.7337340411532,39.135501569909714,2949.12863335578,109422.73999999999,108181.08499999999,108801.91249999999,107747.155
2025-06-10 11:00:00,109303.61,109851.8,109199.81,109541.28,881.83399,62.959210917087994,575.8262962748995,711.049765183562,109328.29199999999,109303.56899999999,196.24946794857246,-0.6545621551087619,0.002174402108036544,1.714849738797374,33.29882378564875,40.11721939765062,9090.63087,0.08983931739303157,484.59557518731225,98790.65340268727,35.53517716968693,39.67456668599905,2581.261914829054,109454.35,108547.735,109001.04250000001,107747.155
2025-06-10 12:00:00,109541.93,109700.0,109415.62,109697.76,554.16291,64.68286478667078,562.5406349012483,681.3479391270994,109426.81599999999,109403.5815,238.1494854709877,-0.19665390849985115,0.0014285025699900533,-0.37157909959900726,38.305383130963904,40.20277961890861,9644.79378,0.17074555085070053,470.29446267393314,97065.61893898877,50.97964346228154,39.749518224373894,2136.2682174406655,109454.35,108695.08499999999,109074.7175,107747.155
2025-06-10 13:00:00,109697.75,109900.81,108888.88,109305.28,1408.6638,57.46045292725847,514.4119755925349,647.9607464201865,109471.34199999999,109451.9675,168.27704097735423,-0.44020065112425466,-0.003577830577397356,1.5419669461458545,-13.9690594609396,38.273010242731345,8236.12998,0.1155803006289362,508.9827153400803,4217.335058562636,29.26335614994262,38.592725593970364,1903.8885718610545,109394.845,108695.08499999999,109044.965,107747.155
2025-06-10 14:00:00,109305.28,109332.45,108468.29,108620.01,1840.47344,47.48982622794568,416.1766786914959,601.6039328744484,109293.58799999999,109460.65900000001,411.90132249132097,-0.9401925783764439,-0.006269322030921121,0.30653846574321,-138.5980885137466,35.778939619383024,6395.65654,0.03238817488513216,534.3525213872177,-176559.60341106166,10.212090005317457,30.151696539180538,1835.2162947802863,109184.54999999999,108695.08499999999,108939.81749999999,107924.26999999999
2025-06-10 15:00:00,108620.0,109199.99,108331.03,109015.42,1443.70766,52.60070846667201,366.0116263765376,554.4854715748663,109235.95,109483.19399999999,429.9177532971853,-0.504344242051655,0.0036403053175930733,-0.21557810690275425,-139.2719993969127,33.800272454517575,7839.3642,0.07449544694893487,558.2530555738455,-69785.88208939499,43.59782899514581,27.691091716801964,1695.9712525120121,109115.92,108778.325,108947.1225,107924.26999999999
2025-06-10 16:00:00,109015.41,109251.41,108690.59,108720.61,536.4776,48.78790977083481,299.01984320809424,503.39234590151193,109071.81599999999,109483.8875,440.72841845074754,-0.7376524203050276,-0.002704296327987299,-0.628402885941604,-139.4108119568149,31.81372241061567,7302.8866,0.03389502024832369,558.4364087471428,-82410.6076846241,24.817490348966228,26.20913644980983,1690.9268549003464,109115.92,109026.48,109071.2,107924.26999999999
2025-06-10 17:00:00,108720.61,109064.06,108616.68,108711.37,359.45497,48.66883556812395,242.38867584583932,451.19161189037743,108874.53799999999,109420.7685,283.0585348829719,-0.5480901238298446,-8.49884856238825e-05,-0.3299720808473644,-141.06989660458223,30.164149055812832,6943.43163,-0.06189253097264991,550.5038081223472,-71112.14429007808,24.228872835683777,30.881397393265274,1755.2617790993827,109115.92,109083.04000000001,109099.48000000001,107924.26999999999
2025-06-10 18:00:00,108711.37,109480.67,108518.86,109282.38,477.70957,55.84143884922783,240.80791878599848,409.1148732695017,108869.95800000001,109376.02350000001,274.39938095793156,-0.20118229069826268,0.005252532462795889,0.32898307123142567,-68.21008369123544,28.550900641390708,7421.1412,-0.07073521825738996,579.8828218278937,-21985.132024966304,60.604033686249444,36.550132290299814,1614.4297614349925,109115.92,109094.76000000001,109105.34,107924.26999999999
